"130","Appetizers","Artichoke Dip Ii","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>1 cn Artichoke heats unmarinated <P>4 oz Green chiles <P>1 c Mayonnaise(no salad dressing <P>1 c Parmeasan cheese <P>Drain artichoke hearts and break apart. Cut up green chiles. Mix all ingredients together. Bake at 350F for 30 minutes. Serve wit tostada chips. <BR><BR></P></TD></TR></TBODY></TABLE>"
"131","Appetizers","Artichoke Dip Iii","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>10 oz Frozen artichoke hearts <P>1 c Sour cream <P>1 c Mayonnaise <P>1/2 c Grated Parmesan cheese <P>PREHEAT OVEN TO 375F. Defrost artichoke hearts and drain. Mix together sour cream, mayonnaise and Parmesan cheese. Add artichoke hearts and mix thoroughly. Turn into a baking dish and bake until hot and bubbly. Makes 3 Cups <BR><BR></P></TD></TR></TBODY></TABLE>"
"132","Appetizers","Artichoke Hearts Vinaigrette","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>28 oz Canned artichoke hearts <P>1/4 c Butter or margarine <P>Flour 1/3 c Butter or margarine, <P>-melted -Vinaigrette Dressing -(recipe) 1. Drain liquid from artichoke hearts and discard. <P>2. In a small, heat-resistant, non-metallic bowl melt the 1/4 cup butter or <P>margarine in Microwave Oven 30 seconds. 3. Dip artichoke hearts in melted butter and then lightly coat with flour. <P>4. Place the 1/3 cup melted butter or margarine in a 10-inch, <P>heat-resistant, non-metallic pie pan or non-metallic skillet. 5. Place flour-coated artichokes in melted butter and heat, uncovered, in <P>Microwave Oven 8 minutes. Turn artichoke hearts as needed to brown lightly. 6. While artichoke hearts are cooking, prepare Vinaigrette Dressing II (see <P>recipe). 7. Just before serving, pour dressing over artichoke hearts. <P><BR><BR></P></TD></TR></TBODY></TABLE>"
"133","Appetizers","Artichoke Pasta Salad","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD colSpan=3><B>Ingredients</B></TD><!-- spanned cell --><!-- spanned cell --><TD></TD></TR><TR><TD class=ingredient>1</TD><TD class=ingredient>cup</TD><TD class=ingredient>salad macaroni</TD><TD></TD></TR><TR><TD class=ingredient>6</TD><TD class=ingredient>oz</TD><TD class=ingredient>marinated artichoke hearts</TD><TD></TD></TR><TR><TD class=ingredient>4</TD><TD class=ingredient>pound</TD><TD class=ingredient>mushrooms, sliced</TD><TD></TD></TR><TR><TD class=ingredient>1</TD><TD class=ingredient>cup</TD><TD class=ingredient>halved cherry tomatoes</TD><TD></TD></TR><TR><TD class=ingredient>1</TD><TD class=ingredient>cup</TD><TD class=ingredient>med pitted ripe olives</TD><TD></TD></TR><TR><TD class=ingredient>1</TD><TD class=ingredient>tablespoon</TD><TD class=ingredient>parsley</TD><TD></TD></TR><TR><TD class=ingredient>2</TD><TD class=ingredient>teaspoon</TD><TD class=ingredient>dry basil</TD><TD></TD></TR><TR><TD></TD><TD></TD><TD></TD><TD></TD></TR><TR><TD colSpan=4><BR><B>Directions:</B><BR><BR></TD><!-- spanned cell --><!-- spanned cell --><!-- spanned cell --></TR><TR><TD colSpan=4>Cook macaroni according to package; drain well, rinse with cold water and<BR>drain again. Turn into a large bowl. Add artichokes and their liquid,<BR>mushrooms, cherry tomatoes, olives, parsley and basil; toss gently. <BR><BR>Cover and refrig for at least 4 hours. Before serving, season with salt and pepper to taste.<BR><BR><BR></TD><!-- spanned cell --><!-- spanned cell --><!-- spanned cell --></TR></TBODY></TABLE>"
"134","Appetizers","Artichoke Squares #1","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>12 oz Canned Artichokes <P>1 Small Onion, Minced <P>4 Large Eggs <P>8 oz Mozzarella Cheese <P>1/4 c Dried Bread Crumbs <P>2 tb Chopped Parsley <P>1/4 ts Salt <P>1/4 ts Pepper <P>Non-Toxic Flowers To Garnish Drain liquid from 1 jar of artichokes into 1-puart saucepan. Drain liquid from second jar of artichokes and discard. Finely chop all artichokes; set aside. Grease 12 inch by 8 inch baking dish. In liquid in saucepan, over medium heat, cook minced onion until tender. In medium bowl, with fork, beat eggs until blended. Stir in cooked onion and chopped artichokes, mozzarella cheese, bread crumbs, parsley, salt and pepper. Spread mixture evenly in baking dish. If not baking right away, cover and refrigerate. ABOUT 1 HOUR BEFORE SERVING; Preheat oven to 325?F. Bake artichoke mixture 30 to 35 minutes until set and lightly browned. Cool 15 minutes in dish on <P>wire rack. With knife, cut lengthwise into 4 strips then cut each strip crosswise into 6 pieces. Arrange appetizer on platter; garnish and serve. MAKES 24 HORS D'OEUVRES. <BR><BR></P></TD></TR></TBODY></TABLE>"
"135","Appetizers","Artichoke Squares #2","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>1 lg Onion <P>1 Garlic clove, minced <P>4 Eggs (beaten) <P>1/4 c Bread crumbs <P>2 Jars of artichoke hearts, <P>Chopped (not liquid) 1 1/2 ts Oregano <P>Salt, pepper to taste ds Tabasco 2 c Shredded cheddar cheese <P>Saute the onion and garlic in marinade from 1 jar of artichoke hearts. Beat the eggs and add bread crumbs, artichoke hearts (chopped), oregano, salt and pepper, Tabasco, onion and garlic mix, shredded cheddar cheese. Pour into a 9 x 13 inch or 7 x 11 inch pan; cook for 30 minutes at 325 degrees. <BR><BR></P></TD></TR></TBODY></TABLE>"
"136","Appetizers","Asian Crepinettes","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>1 lb Ground Lamb <P>4 tb Fresh Asian or reg. Basil <P>- (finely chopped) 3 tb Minced Fresh Coriander <P>1 tb Finely chopped Ginger <P>2 ts Finely chopped Garlic <P>1 ts Salt <P>2 ts Sichuan Peppercorns <P>- roasted and ground 2 ts Coarse. chopped dried chiles <P>1 tb Light soy sauce <P>1 tb Dark soy sauce <P>2 tb Rice wine or dry sherry <P>2 ts Chinese sesame oil <P>1/2 lb Caul fat or crepinette <P>This is an Asian twist on a French appetizer. Caul fat can be ordered from your local butcher. SOAK THE CAUL FAT in a bowl of cold water; this will allow the caul fat to unravel easily. In a medium-sized bowl, mix the ground lamb with all the ingredients except the caul fat. Cut the caul fat into 20 (5-inch) squares. Lay out a square of caul fat and place several tablespoons of lamb mixture onto one end. Fold the sides in to form a package. Repeat until you have used up all the lamb. Recipe can be done ahead to this point and refrigerated. Wrap the crepinettes well in plastic wrap and refrigerate. Approximately 40 minutes before you are ready to cook, make a charcoal fire and, when the coals are ash white, grill the crepinettes for about 8 minutes on each side, or until they are done (firm to the touch). Makes 6 to 8 Servings <BR><BR></P></TD></TR></TBODY></TABLE>"
"137","Appetizers","Asparagi Di Campo (Cold Marinated Asparagus)","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>3/4 sm Onion, minced <P>Salt 1 1/2 ts Capers, rinsed &amp; chopped <P>1 ts Lemon juice <P>Salt &amp; pepper 1 ea Mint leaf <P>1 lb Thin asparagus <P>Place onion &amp; salt in a bowl large enough to hold the asparagus. Mix well &amp; let steep for 30 minutes. Add the capers, lemon juice &amp; mint leaf &amp; marinate for at least 1 hour. Mix thoroughly from time to time. Meanwhile, bring an asparagus cooker to a boil &amp; cook the asparagus until tender but still crisp, about 3 minutes. Drain. Toss the still warm asparagus with the marinade &amp; add salt &amp; pepper. Toss gently &amp; serve. <BR><BR></P></TD></TR></TBODY></TABLE>"
"138","Appetizers","Asparagus Almondine","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>1/4 c Finely chopped almonds <P>1/2 c Butter <P>1 t Tarragon vinegar <P>20 oz Frozen asparagus spears, <P>-cooked and drained 1. In a small, heat-resistant, non-metallic bowl, place almonds and butter. <P>2. Heat, uncovered, in Microwave Oven 1 1/2 minutes or until nuts are <P>lightly browned. 3. Stir in vinegar. <P>4. Pour sauce over hot or cooled asparagus. <P><BR><BR></P></TD></TR></TBODY></TABLE>"
"139","Appetizers","Asparagus and Crabmeat Salad","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>1 c Mayonnaise <P>1 tb Lemon juice - fresh <P>1 1/2 ts Tomato paste <P>1 1/2 ts Shallot - minced <P>1/2 ts Dijon mustard <P>1/4 ts Pepper <P>1 lb Asparagus - trimmed <P>8 oz Crabmeat - cooked <P>4 lg Boston lettuce leaves - or <P>-butter lettuce leaves Calories per serving: Number of Servings: 4 Fat grams per serving: Approx. Cook Time: Cholesterol per serving: Marks: *DIRECTIONS* Whisk mayonnaise, lemon juice, tomato paste, shallot, Dijon mustard and pepper in medium bowl. Cover and refrigerate until ready to use. (Can be prepared 3 days ahead.) Cook asparagus in large pot of boiling salted water until crisp-tender, about 4 minutes. Transfer to bowl of ice water and cool. Drain and pat dry. mix crabmeat into mayonnaise. Season to taste with salt. Arrange 1 lettuce leaf on each plate. Top with asparagus. Spoon crabmeat mayonnaise over and serve. Bon Appetit, April, 1991. <BR><BR></P></TD></TR></TBODY></TABLE>"
"140","Appetizers","Asparagus Salad","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>3 cn Whole green asparagus,17 oz <P>Each, vertically packed Lettuce leaves Homemade mayonnaise, or Commercial mayonnaise -thinned with Light cream 2 Hard cooked eggs, sieved <P>1. Drain asparagus, trying to keep spears whole. <P>2 Place lettuce leaves on 8 salad plates and arrange asparagus on <P>lettuce leaves, or asparagus may be placed in a vegetable bowl. 3. Place a spoonful of mayonnaise over asparagus. <P>4. Garnish with hard cooked egg. <P>5. Chill before serving. <P><BR><BR></P></TD></TR></TBODY></TABLE>"
"141","Appetizers","Asparagus Salad with Vinaigrette Chinoise","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>1 lb Thin asparagus, end trimmed <P>-and stalks peeled to the -tip, if thick 1/2 Head red-leaf lettuce <P>1/4 c Rice wine vinegar <P>2 tb Soy sauce <P>1/2 ts Sugar <P>1/4 ts Dried red pepper flakes <P>3 tb Corn oil <P>4 ts Sesame seed oil <P>Coarse salt 1 ts Unsalted butter <P>1/4 c Raw sunf"
"142","Appetizers","Asparagus with Hazelnuts & Tarragon Vinaigrette","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>1 lb Fresh asparagus, trimmed <P>1/4 c Minced shallots <P>3 tb Tarragon-white wine vinegar <P>4 ts Chopped fresh tarragon OR <P>1 1/4 ts Dried tarragon <P>1 ts Dijon mustard <P>7 tb Hazelnut oil, walnut oil <P>-or olive oil 4 c Baby lettuces or inner <P>-leaves of curly endive 1/4 c Hazelnuts, toasted, husked, <P>-coarsely chopped Pour water into large pot to depth of 1 inch and bring to boil. Place asparagus on steamer rack set over water in pot. Cover pot and steam until asparagus is cresp-tender, about 4 minutes. Transfer asparagus to bowl of ice water and cool. Drain. Place asparagus on paper towls. (Can be prepared 6 hours ahead. Cover and refrigerate.) Combine shallots, vinegar, tarragon and mustard in bowl. Gradually whisk in oil. Season to taste with salt and pepper. Place baby lettuces on large platter. Arrange asparagus atop lettuces. Drizzle with vinaigrette. Sprinkle with hazelnuts. From The Loire Valley Bon Appetit/May 94 Typed by Didi Pahl <BR><BR></P></TD></TR></TBODY></TABLE>"
"143","Appetizers","Asparagus Wrap","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>10 Asparagus Spears <P>2 tb Dijon Mustard <P>1 tb Reduced-Calorie Mayonnaise <P>10 sl Bologna (large) <P>Trim the bottom end of the asparagus and blanch with boiling water. Blend the mustard and mayonnaise in a small bowl. Divide and spread the mustard mixture evenly on the large bologna slices. Wrap one asparagus spear in each bologna slice. Place the slices in a single layer on a round microwave platter or plate. Cover lightly with paper towels. With the microwave on MEDIUM, cook for 1 minute or until hot; rotate the plate one-half turn after 30 seconds. One Serving: Calories: 86 Carbohydrates: 2 Exchange: 1 high-fat meat Source: Diabetic Microwave Cookbook, by Mary Jane Finsand Sterling Publishing (1989), ISBN 0-8069-6957-1, ISBN 0-8069-6960-1 (pbk.) Shared by: Norman R. Brown <BR><BR></P></TD></TR></TBODY></TABLE>"
"144","Appetizers","Aubergine & Sesame Pate","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>1/2 md Aubergine <P>1 Crushed garlic cloves <P>1 1/2 tb Tahini <P>1/4 Juice of 1 lemon <P>1 tb Olive oil <P>Seasoning ----------------------------------GARNISH---------------------------------- Toasted Sesame seeds Cayenne Pepper Flatleaf Parsley 1&gt; Preheat the oven to 200c/400f/Gas 6. Bake the aubergine for <P>25-30 minutes until tender. Cool slightly , then peel and <P>puree the flesh in a blender or processor. 2. Add the garlic, tahini and lemon juice and process until mixed. <P>With the motor running, drizzle in the oil to make a smooth paste. Season to taste. Transfer to a serving dish, garnish and serve cold with pitta bread. <BR><BR></P></TD></TR></TBODY></TABLE>"
"145","Appetizers","Aubergine and Sesame Pate","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>1/2 md Aubergine <P>1 Crushed garlic cloves <P>1 1/2 tb Tahini <P>1/4 Juice of 1 lemon <P>1 tb Olive oil <P>Seasoning ----------------------------------GARNISH---------------------------------- Toasted Sesame seeds Cayenne Pepper Flatleaf Parsley 1&gt; Preheat the oven to 200c/400f/Gas 6. Bake the aubergine for <P>25-30 minutes until tender. Cool slightly , then peel and <P>puree the flesh in a blender or processor. 2. Add the garlic, tahini and lemon juice and process until mixed. <P>With the motor running, drizzle in the oil to make a smooth paste. Season to taste. Transfer to a serving dish, garnish and serve cold with pitta bread. <BR><BR></P></TD></TR></TBODY></TABLE>"
"146","Appetizers","Aubergine Pate.","<TABLE cellSpacing=2 cellPadding=3 border=0><TBODY><TR><TD><P>2 md Aubergines <P>2 Cloves garlic crushed <P>15 ml 1 tbsp oil <P>30 ml 2 tbsp pomegranate juice or <P>Orange juice. 25 ml Half tsp paprika. <P>pn Chili seasoning. Prick the aubergines with a fork and place on a baking tray. Bake in the oven at 180 c, 350 f, gas mark 4 for 30 minutes or until tender. When the aubergines are cooked, remove the skin while hot. Puree the flesh in a food processor with the garlic, oil, pomegranate juice, paprika and chili. Leave to cool, then serve with pitta bread. <BR><BR></P></TD></TR></TBODY></TABLE>"
